,Gênero musical favorito,Deseja gastar,Até quanto pretende gastar?,O quão longe gostaria de ir?,Gostaria de comer durante o passeio?,Qual o seu estado civil?,É religioso?,Tem filhos?,Gosta de esportes?,Quais esportes?,Torce para algum time?,Estilo de filme favorito:,Ponto de partida,Locais
972,6,FALSE,480,18,FALSE,3,TRUE,TRUE,TRUE,4,4,6,9,Stockholm
973,4,FALSE,487,82,TRUE,4,TRUE,FALSE,TRUE,4,4,7,98,Stockholm
974,5,FALSE,104,10,FALSE,2,TRUE,TRUE,FALSE,3,4,5,53,Stockholm
975,7,TRUE,188,43,TRUE,4,FALSE,TRUE,FALSE,5,3,5,32,Stockholm
976,4,TRUE,46,23,FALSE,1,FALSE,TRUE,FALSE,3,3,5,55,Stockholm
977,6,FALSE,325,79,TRUE,3,FALSE,FALSE,TRUE,5,2,2,69,Stockholm
978,2,TRUE,360,79,FALSE,4,FALSE,FALSE,FALSE,1,4,1,30,Stockholm
979,2,FALSE,457,16,FALSE,1,TRUE,TRUE,FALSE,5,2,5,36,Stockholm
980,5,FALSE,102,74,FALSE,1,TRUE,TRUE,TRUE,5,2,3,10,Stockholm
981,1,TRUE,186,58,TRUE,4,TRUE,FALSE,TRUE,4,2,6,95,Stockholm
982,1,FALSE,391,94,FALSE,4,FALSE,FALSE,FALSE,4,3,5,11,Stockholm
983,3,FALSE,374,85,TRUE,2,TRUE,TRUE,FALSE,1,4,6,68,Stockholm
984,7,FALSE,96,39,TRUE,3,FALSE,FALSE,FALSE,1,2,1,4,Stockholm
985,6,FALSE,451,50,FALSE,3,FALSE,FALSE,FALSE,4,2,6,89,Stockholm
986,2,TRUE,192,38,FALSE,3,TRUE,TRUE,FALSE,5,1,5,42,Stockholm
987,7,TRUE,307,9,TRUE,4,TRUE,TRUE,FALSE,5,4,4,82,Stockholm
988,4,FALSE,131,43,FALSE,2,TRUE,FALSE,FALSE,1,2,3,6,Stockholm
989,2,TRUE,117,19,FALSE,4,FALSE,TRUE,FALSE,4,2,6,97,Stockholm
990,7,FALSE,387,4,FALSE,1,TRUE,TRUE,TRUE,1,4,3,9,Stockholm
991,4,FALSE,397,78,FALSE,2,FALSE,FALSE,TRUE,2,2,2,46,Stockholm
992,6,FALSE,364,95,FALSE,3,TRUE,FALSE,TRUE,5,1,3,62,Stockholm
993,3,TRUE,267,20,FALSE,2,FALSE,TRUE,FALSE,1,4,6,99,Stockholm
994,1,FALSE,276,10,FALSE,1,TRUE,TRUE,FALSE,2,4,7,5,Stockholm
995,7,FALSE,75,19,FALSE,3,FALSE,TRUE,TRUE,5,2,6,50,Stockholm
996,7,FALSE,207,69,TRUE,2,FALSE,FALSE,TRUE,4,1,5,67,Stockholm
997,4,FALSE,97,14,TRUE,4,TRUE,TRUE,FALSE,5,1,3,38,Stockholm
998,7,TRUE,399,56,FALSE,2,FALSE,TRUE,TRUE,2,4,5,83,Stockholm
999,3,FALSE,486,17,FALSE,4,FALSE,FALSE,TRUE,3,4,2,95,Stockholm
0,6,FALSE,458,33,TRUE,3,FALSE,FALSE,TRUE,5,4,7,62,Stockholm
1,3,TRUE,237,6,TRUE,2,TRUE,TRUE,TRUE,2,3,3,2,Stockholm
2,3,FALSE,74,42,FALSE,1,FALSE,TRUE,FALSE,2,2,1,9,Stockholm
3,1,TRUE,95,15,TRUE,4,TRUE,FALSE,FALSE,4,1,7,10,Stockholm
4,6,TRUE,105,35,FALSE,4,TRUE,FALSE,FALSE,1,2,4,12,Stockholm
5,2,TRUE,367,3,TRUE,2,TRUE,TRUE,TRUE,5,4,7,68,Stockholm
6,7,TRUE,52,83,TRUE,3,FALSE,TRUE,TRUE,2,3,4,35,Benito Juarez
7,3,FALSE,339,55,TRUE,3,FALSE,FALSE,FALSE,5,1,6,63,Benito Juarez
8,4,FALSE,208,93,TRUE,2,TRUE,FALSE,FALSE,5,1,2,28,Benito Juarez
9,3,TRUE,144,98,TRUE,2,TRUE,FALSE,FALSE,3,2,5,89,Benito Juarez
10,2,FALSE,287,54,FALSE,3,FALSE,FALSE,FALSE,2,4,5,72,Benito Juarez
11,4,FALSE,15,31,TRUE,2,FALSE,TRUE,TRUE,3,1,2,83,Benito Juarez
12,5,FALSE,302,58,TRUE,4,FALSE,FALSE,TRUE,2,3,6,74,Benito Juarez
13,3,FALSE,133,46,FALSE,1,TRUE,TRUE,TRUE,4,1,3,99,Benito Juarez
14,4,FALSE,186,38,FALSE,4,FALSE,TRUE,TRUE,1,1,1,94,Benito Juarez
15,4,TRUE,110,29,FALSE,2,TRUE,FALSE,FALSE,5,1,2,55,Benito Juarez
16,4,TRUE,148,25,TRUE,1,FALSE,TRUE,TRUE,4,2,6,5,Benito Juarez
17,2,FALSE,57,67,TRUE,1,FALSE,TRUE,FALSE,3,4,5,22,Benito Juarez
18,6,TRUE,238,12,TRUE,3,TRUE,FALSE,TRUE,3,1,6,64,Benito Juarez
19,5,TRUE,150,62,TRUE,1,FALSE,FALSE,TRUE,2,1,2,82,Benito Juarez
20,7,FALSE,118,90,TRUE,1,FALSE,FALSE,TRUE,1,3,6,4,Benito Juarez
21,7,FALSE,452,22,FALSE,1,TRUE,FALSE,TRUE,2,4,3,70,Benito Juarez
22,5,TRUE,37,52,FALSE,2,TRUE,TRUE,TRUE,5,4,5,44,Benito Juarez
23,7,FALSE,127,47,TRUE,2,FALSE,TRUE,TRUE,2,2,3,88,Benito Juarez
24,7,FALSE,452,63,FALSE,2,TRUE,FALSE,FALSE,3,1,7,11,Benito Juarez
25,3,FALSE,103,43,TRUE,2,TRUE,TRUE,FALSE,3,2,6,32,Benito Juarez
26,1,FALSE,196,79,TRUE,1,FALSE,TRUE,FALSE,1,3,6,33,Benito Juarez
27,2,TRUE,101,72,FALSE,2,FALSE,TRUE,FALSE,2,4,5,59,Benito Juarez
28,6,TRUE,88,81,FALSE,3,TRUE,FALSE,TRUE,5,4,5,51,Benito Juarez
29,6,TRUE,407,78,TRUE,3,TRUE,TRUE,FALSE,5,1,3,72,Benito Juarez
30,1,TRUE,359,80,FALSE,1,FALSE,TRUE,TRUE,1,2,4,85,Benito Juarez
31,7,FALSE,201,19,FALSE,2,TRUE,TRUE,TRUE,2,2,3,74,Benito Juarez
32,5,TRUE,103,26,FALSE,4,FALSE,TRUE,TRUE,1,3,2,89,Benito Juarez
33,6,TRUE,170,75,TRUE,3,FALSE,FALSE,TRUE,3,4,3,77,Benito Juarez
34,5,TRUE,98,69,FALSE,3,TRUE,TRUE,FALSE,1,3,7,62,Benito Juarez
35,1,TRUE,9,50,FALSE,3,FALSE,TRUE,FALSE,4,1,1,98,Benito Juarez
36,7,FALSE,307,43,FALSE,3,FALSE,FALSE,FALSE,4,3,4,59,Benito Juarez
37,6,FALSE,305,24,TRUE,1,TRUE,TRUE,TRUE,5,2,6,53,Benito Juarez
38,4,TRUE,83,57,FALSE,1,TRUE,FALSE,TRUE,1,3,2,69,Benito Juarez
39,6,TRUE,42,69,TRUE,2,TRUE,FALSE,FALSE,2,3,2,14,Benito Juarez
40,5,TRUE,465,73,TRUE,4,TRUE,TRUE,FALSE,5,3,6,69,Benito Juarez
41,6,FALSE,48,48,FALSE,3,TRUE,TRUE,FALSE,4,4,2,42,Benito Juarez
42,7,TRUE,28,2,FALSE,3,FALSE,FALSE,FALSE,4,3,4,96,Benito Juarez
43,1,FALSE,483,23,FALSE,3,TRUE,TRUE,FALSE,5,3,5,7,Benito Juarez
44,3,FALSE,376,26,FALSE,3,FALSE,TRUE,FALSE,3,3,2,17,Benito Juarez
45,1,FALSE,258,82,FALSE,1,TRUE,TRUE,FALSE,1,1,1,93,Benito Juarez
46,1,TRUE,456,5,FALSE,3,TRUE,TRUE,TRUE,2,3,5,86,Benito Juarez
47,3,FALSE,478,42,TRUE,3,FALSE,TRUE,TRUE,2,2,4,84,Benito Juarez
48,6,FALSE,125,64,FALSE,1,FALSE,FALSE,FALSE,4,2,5,19,Benito Juarez
49,7,FALSE,463,38,FALSE,2,FALSE,TRUE,TRUE,1,4,3,83,Benito Juarez
50,1,TRUE,48,3,TRUE,3,FALSE,FALSE,FALSE,5,3,1,72,Benito Juarez
51,5,TRUE,67,12,TRUE,3,TRUE,FALSE,TRUE,4,2,7,89,Benito Juarez
52,6,TRUE,225,31,TRUE,1,FALSE,TRUE,TRUE,1,3,1,11,Benito Juarez
53,7,FALSE,271,32,TRUE,1,FALSE,FALSE,FALSE,3,1,2,17,Benito Juarez
54,2,FALSE,492,64,TRUE,2,FALSE,FALSE,TRUE,3,3,1,5,Benito Juarez
55,4,FALSE,190,38,TRUE,2,TRUE,FALSE,TRUE,5,2,1,14,Benito Juarez
56,3,FALSE,57,95,FALSE,3,FALSE,FALSE,TRUE,3,3,6,17,Benito Juarez
57,2,TRUE,220,92,TRUE,4,TRUE,TRUE,FALSE,3,4,6,41,Benito Juarez
58,2,TRUE,227,22,FALSE,3,TRUE,FALSE,TRUE,3,4,3,20,Benito Juarez
59,1,TRUE,115,48,TRUE,1,FALSE,FALSE,FALSE,4,2,4,6,Benito Juarez
60,6,TRUE,148,4,TRUE,2,TRUE,TRUE,FALSE,4,3,6,46,Benito Juarez
61,1,FALSE,353,28,TRUE,2,TRUE,TRUE,TRUE,4,2,3,76,Benito Juarez
62,3,FALSE,365,55,TRUE,3,FALSE,TRUE,FALSE,5,1,3,13,Benito Juarez
63,2,TRUE,25,2,TRUE,3,TRUE,TRUE,TRUE,4,4,3,79,Benito Juarez
64,7,TRUE,140,88,TRUE,2,TRUE,FALSE,FALSE,3,1,2,40,Benito Juarez
65,4,TRUE,213,35,FALSE,2,TRUE,TRUE,FALSE,4,3,5,13,Benito Juarez
66,4,TRUE,206,65,TRUE,4,TRUE,FALSE,TRUE,4,3,6,26,Benito Juarez
67,5,TRUE,213,66,TRUE,1,FALSE,TRUE,FALSE,3,2,6,47,Benito Juarez
68,5,FALSE,378,62,TRUE,2,FALSE,TRUE,TRUE,1,3,3,50,Benito Juarez
69,7,FALSE,344,70,TRUE,1,FALSE,TRUE,FALSE,4,2,5,33,Benito Juarez
70,7,TRUE,79,66,TRUE,3,TRUE,TRUE,FALSE,2,3,4,47,Benito Juarez
71,1,TRUE,160,13,FALSE,1,FALSE,FALSE,FALSE,4,3,6,8,Benito Juarez
72,5,TRUE,67,71,TRUE,4,TRUE,TRUE,FALSE,5,2,7,21,Benito Juarez
73,4,TRUE,323,71,TRUE,3,FALSE,FALSE,FALSE,1,1,4,79,Benito Juarez
74,6,FALSE,434,2,FALSE,3,FALSE,TRUE,TRUE,1,3,7,42,Benito Juarez
75,6,FALSE,388,43,FALSE,1,FALSE,TRUE,FALSE,3,3,5,44,Benito Juarez
76,4,TRUE,21,33,FALSE,2,FALSE,TRUE,FALSE,3,1,7,4,Benito Juarez
77,1,TRUE,304,100,TRUE,2,TRUE,FALSE,FALSE,4,2,1,9,Benito Juarez
78,5,TRUE,277,12,FALSE,2,TRUE,TRUE,FALSE,3,3,5,18,Benito Juarez
79,5,FALSE,116,67,FALSE,2,TRUE,TRUE,FALSE,1,3,6,26,Benito Juarez
80,1,FALSE,469,21,TRUE,3,FALSE,TRUE,TRUE,5,1,1,2,Benito Juarez
81,2,TRUE,316,75,TRUE,3,TRUE,FALSE,TRUE,1,3,4,68,Benito Juarez
82,1,FALSE,248,39,TRUE,1,FALSE,TRUE,TRUE,2,1,6,29,Benito Juarez
83,1,FALSE,320,30,FALSE,2,FALSE,TRUE,TRUE,2,2,6,73,Benito Juarez
84,7,FALSE,327,20,FALSE,3,FALSE,TRUE,TRUE,5,3,6,91,Benito Juarez
85,3,FALSE,194,8,TRUE,3,FALSE,TRUE,TRUE,1,4,3,59,Benito Juarez
86,4,FALSE,378,82,FALSE,2,TRUE,TRUE,FALSE,3,1,1,13,Benito Juarez
87,1,FALSE,415,60,FALSE,1,TRUE,TRUE,FALSE,4,3,2,59,Benito Juarez
88,3,TRUE,361,64,FALSE,4,FALSE,FALSE,FALSE,5,1,7,5,Benito Juarez
89,5,TRUE,118,50,FALSE,3,TRUE,TRUE,FALSE,3,2,4,66,Benito Juarez
90,1,FALSE,116,55,TRUE,4,FALSE,FALSE,FALSE,5,2,6,98,Benito Juarez
91,3,FALSE,299,29,TRUE,2,TRUE,TRUE,TRUE,5,4,2,22,Benito Juarez
92,2,TRUE,169,72,FALSE,2,FALSE,TRUE,TRUE,1,2,4,26,Benito Juarez
93,2,FALSE,214,74,FALSE,2,TRUE,FALSE,TRUE,3,2,4,43,Benito Juarez
94,2,TRUE,176,18,TRUE,2,FALSE,FALSE,TRUE,5,3,3,38,Benito Juarez
95,5,FALSE,61,50,TRUE,2,TRUE,FALSE,TRUE,4,1,2,95,Benito Juarez
96,1,FALSE,300,64,FALSE,2,FALSE,TRUE,FALSE,4,3,3,52,Benito Juarez
97,5,TRUE,456,50,TRUE,2,FALSE,TRUE,FALSE,2,1,4,60,Benito Juarez
98,4,FALSE,54,51,FALSE,2,TRUE,FALSE,TRUE,1,4,6,64,Benito Juarez
99,5,TRUE,95,77,TRUE,1,FALSE,TRUE,FALSE,4,3,4,50,Benito Juarez
100,5,FALSE,111,86,FALSE,4,FALSE,TRUE,FALSE,5,4,5,43,Benito Juarez
101,7,FALSE,386,70,TRUE,3,FALSE,FALSE,TRUE,1,3,2,71,Benito Juarez
102,6,TRUE,113,39,TRUE,3,TRUE,TRUE,FALSE,5,3,5,40,Benito Juarez
103,1,TRUE,480,27,TRUE,3,TRUE,FALSE,TRUE,3,3,3,22,Benito Juarez
104,1,TRUE,62,36,TRUE,1,FALSE,FALSE,FALSE,3,1,7,83,Benito Juarez
105,5,FALSE,404,33,FALSE,2,FALSE,TRUE,TRUE,1,2,6,36,Benito Juarez
106,6,TRUE,436,98,FALSE,4,FALSE,TRUE,TRUE,2,2,1,79,Benito Juarez
107,3,TRUE,51,51,TRUE,4,TRUE,FALSE,FALSE,2,3,1,33,Benito Juarez
108,5,FALSE,379,93,TRUE,3,TRUE,FALSE,FALSE,5,1,6,82,Benito Juarez
109,7,TRUE,297,70,TRUE,4,FALSE,TRUE,FALSE,5,1,6,82,Benito Juarez
110,3,FALSE,137,75,FALSE,2,FALSE,FALSE,FALSE,5,1,1,53,Benito Juarez
111,4,FALSE,354,33,TRUE,2,FALSE,TRUE,FALSE,5,2,7,69,Benito Juarez
112,4,FALSE,493,9,TRUE,3,FALSE,FALSE,TRUE,4,3,1,51,Benito Juarez
113,1,TRUE,433,87,TRUE,4,TRUE,TRUE,TRUE,5,2,3,82,Benito Juarez
114,2,TRUE,18,32,FALSE,2,FALSE,FALSE,TRUE,5,1,2,95,Benito Juarez
115,4,FALSE,159,50,TRUE,2,FALSE,TRUE,TRUE,3,2,7,57,Benito Juarez
116,6,FALSE,460,17,FALSE,4,TRUE,TRUE,TRUE,2,1,1,5,Benito Juarez
117,6,TRUE,312,59,FALSE,4,FALSE,TRUE,TRUE,5,1,3,24,Benito Juarez
118,7,TRUE,101,65,TRUE,1,FALSE,FALSE,FALSE,4,4,1,1,Benito Juarez
119,7,TRUE,284,36,FALSE,3,TRUE,FALSE,FALSE,2,3,1,89,Benito Juarez
120,7,TRUE,359,52,FALSE,1,TRUE,TRUE,FALSE,1,1,4,70,Benito Juarez
121,1,FALSE,194,36,FALSE,3,TRUE,TRUE,FALSE,4,2,2,6,Benito Juarez
122,5,FALSE,118,11,FALSE,2,TRUE,FALSE,FALSE,1,4,2,14,Benito Juarez
123,3,TRUE,460,10,TRUE,1,TRUE,TRUE,TRUE,5,3,4,9,Benito Juarez
124,7,TRUE,433,7,FALSE,1,FALSE,FALSE,TRUE,5,1,2,16,Benito Juarez
125,2,TRUE,206,85,TRUE,4,TRUE,TRUE,TRUE,5,1,7,91,Benito Juarez
126,7,FALSE,392,29,TRUE,1,TRUE,TRUE,TRUE,4,2,5,26,Benito Juarez
127,6,FALSE,60,63,TRUE,2,FALSE,TRUE,FALSE,5,2,1,39,Benito Juarez
128,2,FALSE,453,76,TRUE,1,FALSE,TRUE,FALSE,4,4,2,42,Benito Juarez
129,5,FALSE,413,73,TRUE,1,TRUE,FALSE,TRUE,2,1,2,22,Benito Juarez
130,7,TRUE,404,1,TRUE,1,FALSE,TRUE,FALSE,1,4,3,54,Benito Juarez
131,3,FALSE,47,8,FALSE,1,TRUE,FALSE,FALSE,1,3,3,74,Benito Juarez
132,5,TRUE,254,48,FALSE,1,FALSE,FALSE,TRUE,2,4,3,75,Benito Juarez
133,4,FALSE,75,45,FALSE,4,FALSE,TRUE,FALSE,5,3,5,27,Benito Juarez
134,7,FALSE,196,44,TRUE,2,FALSE,TRUE,TRUE,4,2,2,1,Benito Juarez
135,3,FALSE,37,93,FALSE,1,FALSE,FALSE,TRUE,2,1,1,73,Benito Juarez
136,4,FALSE,206,8,FALSE,2,FALSE,FALSE,TRUE,5,3,3,9,Benito Juarez
137,1,FALSE,77,41,FALSE,3,TRUE,TRUE,TRUE,2,3,3,70,Benito Juarez
138,5,FALSE,168,14,FALSE,2,FALSE,TRUE,TRUE,1,2,7,45,Benito Juarez
139,6,FALSE,70,28,FALSE,4,TRUE,FALSE,FALSE,1,1,4,48,Benito Juarez
140,1,FALSE,269,24,TRUE,4,TRUE,TRUE,FALSE,3,4,4,92,Benito Juarez
141,3,FALSE,132,65,TRUE,3,FALSE,FALSE,FALSE,3,1,6,50,Benito Juarez
142,4,FALSE,179,21,TRUE,4,TRUE,FALSE,TRUE,5,2,7,3,Benito Juarez
143,6,FALSE,462,69,FALSE,1,FALSE,FALSE,TRUE,4,2,7,62,Benito Juarez
144,1,FALSE,404,87,FALSE,1,FALSE,FALSE,FALSE,3,2,4,47,Benito Juarez
145,3,FALSE,306,73,TRUE,1,FALSE,TRUE,FALSE,3,1,3,52,Benito Juarez
146,2,TRUE,493,44,TRUE,4,TRUE,TRUE,FALSE,1,4,4,25,Benito Juarez
147,1,FALSE,246,63,TRUE,3,TRUE,TRUE,TRUE,5,2,2,61,Benito Juarez
148,1,TRUE,287,63,FALSE,3,FALSE,FALSE,FALSE,1,3,3,76,Benito Juarez
149,1,FALSE,7,16,FALSE,4,FALSE,TRUE,FALSE,5,3,2,99,Benito Juarez
150,6,TRUE,499,76,FALSE,2,TRUE,FALSE,TRUE,5,1,7,52,Benito Juarez
151,2,FALSE,338,86,FALSE,1,FALSE,FALSE,FALSE,4,2,5,46,Benito Juarez
152,7,FALSE,372,38,TRUE,2,TRUE,TRUE,TRUE,1,4,5,83,Benito Juarez
153,6,TRUE,152,88,FALSE,1,FALSE,TRUE,TRUE,3,1,1,51,Benito Juarez
154,5,TRUE,291,43,FALSE,2,TRUE,TRUE,FALSE,4,2,3,10,Benito Juarez
155,3,FALSE,190,36,TRUE,1,TRUE,TRUE,FALSE,3,2,6,53,Benito Juarez
156,6,FALSE,70,67,TRUE,3,TRUE,TRUE,FALSE,4,1,4,40,Benito Juarez
157,1,TRUE,475,14,TRUE,2,FALSE,FALSE,TRUE,3,2,1,77,Benito Juarez
158,6,FALSE,341,37,FALSE,3,FALSE,FALSE,TRUE,3,3,3,43,Benito Juarez
159,6,TRUE,107,40,FALSE,2,TRUE,FALSE,FALSE,4,1,7,90,Benito Juarez
160,6,FALSE,430,10,TRUE,4,FALSE,TRUE,TRUE,5,4,6,45,Benito Juarez
161,7,FALSE,424,58,FALSE,1,TRUE,TRUE,TRUE,2,2,4,98,Benito Juarez
162,5,TRUE,178,24,FALSE,3,FALSE,TRUE,TRUE,5,4,7,11,Benito Juarez
163,2,FALSE,172,41,FALSE,4,FALSE,FALSE,TRUE,3,2,1,11,Benito Juarez
164,5,FALSE,189,62,FALSE,2,FALSE,FALSE,TRUE,1,3,2,78,Benito Juarez
165,3,TRUE,133,46,TRUE,1,TRUE,TRUE,FALSE,1,1,3,43,Benito Juarez
166,7,FALSE,134,22,TRUE,4,TRUE,TRUE,TRUE,1,1,3,86,Benito Juarez
167,3,FALSE,255,54,FALSE,1,FALSE,FALSE,TRUE,3,3,6,27,Benito Juarez
168,2,TRUE,260,98,TRUE,4,FALSE,TRUE,FALSE,5,3,5,76,Benito Juarez
169,7,FALSE,13,44,FALSE,4,FALSE,TRUE,TRUE,2,4,3,68,Benito Juarez
170,3,FALSE,305,86,FALSE,3,FALSE,FALSE,TRUE,5,1,6,82,Benito Juarez
171,3,TRUE,265,20,FALSE,3,FALSE,TRUE,FALSE,4,3,5,68,Benito Juarez
172,4,TRUE,163,83,FALSE,3,FALSE,TRUE,TRUE,4,2,6,5,Benito Juarez
173,6,FALSE,257,80,FALSE,3,FALSE,TRUE,TRUE,1,4,6,7,Benito Juarez
174,5,TRUE,152,98,TRUE,1,FALSE,FALSE,TRUE,1,4,6,25,Benito Juarez
175,3,TRUE,130,33,FALSE,1,TRUE,TRUE,FALSE,2,2,4,63,Benito Juarez
176,7,FALSE,173,1,FALSE,3,TRUE,TRUE,TRUE,2,1,3,5,Benito Juarez
177,1,FALSE,290,14,TRUE,4,FALSE,FALSE,FALSE,2,2,6,44,Benito Juarez
178,7,FALSE,312,41,TRUE,3,FALSE,FALSE,TRUE,2,1,3,41,Benito Juarez
179,1,TRUE,42,79,TRUE,2,FALSE,FALSE,FALSE,2,3,5,71,Benito Juarez
180,1,TRUE,213,17,TRUE,2,TRUE,TRUE,TRUE,3,2,5,21,Benito Juarez
181,3,FALSE,286,16,TRUE,3,FALSE,FALSE,TRUE,3,4,1,14,Benito Juarez
182,2,TRUE,338,4,FALSE,2,FALSE,FALSE,TRUE,4,3,5,42,Benito Juarez
183,5,TRUE,423,51,TRUE,2,TRUE,TRUE,FALSE,2,1,4,25,Benito Juarez
184,5,FALSE,2,55,TRUE,1,TRUE,TRUE,TRUE,3,2,5,70,Benito Juarez
185,6,FALSE,396,30,FALSE,4,TRUE,TRUE,TRUE,4,1,3,35,Benito Juarez
186,1,TRUE,24,98,TRUE,2,FALSE,TRUE,FALSE,2,3,6,66,Benito Juarez
187,4,FALSE,137,28,FALSE,1,TRUE,FALSE,FALSE,2,2,3,59,Benito Juarez
188,4,FALSE,384,88,FALSE,3,FALSE,FALSE,FALSE,3,2,6,35,Benito Juarez
189,4,TRUE,81,89,TRUE,1,FALSE,FALSE,FALSE,1,4,6,34,Benito Juarez
190,1,TRUE,176,2,FALSE,4,TRUE,FALSE,FALSE,4,1,6,42,Benito Juarez
191,4,TRUE,223,21,TRUE,2,TRUE,TRUE,TRUE,1,3,3,31,Benito Juarez
192,4,TRUE,34,9,FALSE,2,FALSE,FALSE,FALSE,2,3,6,6,Benito Juarez
193,6,TRUE,418,16,FALSE,3,FALSE,FALSE,TRUE,2,4,7,27,Benito Juarez
194,4,TRUE,243,52,FALSE,1,TRUE,TRUE,TRUE,3,3,6,93,Benito Juarez
195,2,TRUE,178,5,TRUE,2,FALSE,FALSE,FALSE,4,1,7,47,Benito Juarez
196,2,FALSE,282,50,TRUE,1,TRUE,FALSE,TRUE,5,4,5,42,Benito Juarez
197,4,FALSE,412,44,FALSE,1,TRUE,FALSE,TRUE,5,4,6,79,Benito Juarez
198,4,FALSE,100,54,TRUE,3,FALSE,TRUE,TRUE,3,1,1,21,Benito Juarez
199,5,FALSE,377,29,TRUE,4,TRUE,TRUE,TRUE,4,1,1,93,Benito Juarez
200,1,TRUE,387,22,TRUE,2,TRUE,TRUE,FALSE,4,1,5,86,Benito Juarez
201,3,FALSE,397,75,FALSE,4,TRUE,TRUE,TRUE,2,2,1,54,Benito Juarez
202,4,FALSE,279,1,FALSE,2,FALSE,FALSE,FALSE,3,2,5,61,Benito Juarez
203,3,TRUE,30,93,FALSE,2,TRUE,TRUE,TRUE,2,3,1,40,Benito Juarez
204,4,TRUE,111,88,FALSE,2,TRUE,FALSE,TRUE,4,3,7,67,Benito Juarez
205,6,FALSE,182,98,FALSE,3,TRUE,FALSE,TRUE,4,2,1,18,Benito Juarez
206,7,FALSE,158,93,FALSE,3,FALSE,FALSE,TRUE,3,1,3,60,Benito Juarez
207,4,TRUE,305,84,TRUE,1,FALSE,FALSE,FALSE,4,2,5,16,Benito Juarez
208,1,TRUE,90,61,FALSE,4,FALSE,TRUE,TRUE,3,1,5,14,Benito Juarez
209,1,TRUE,277,29,TRUE,1,FALSE,TRUE,FALSE,2,4,6,75,Benito Juarez
210,6,TRUE,176,20,TRUE,1,FALSE,FALSE,TRUE,5,1,4,82,Benito Juarez
211,7,TRUE,371,78,FALSE,2,TRUE,TRUE,FALSE,1,2,5,86,Benito Juarez
212,4,FALSE,240,88,FALSE,4,FALSE,TRUE,FALSE,5,3,7,23,Benito Juarez
213,3,TRUE,224,93,TRUE,4,FALSE,TRUE,FALSE,3,1,1,86,Benito Juarez
214,2,TRUE,468,67,FALSE,1,FALSE,FALSE,TRUE,4,3,6,42,Benito Juarez
215,7,FALSE,297,17,FALSE,1,TRUE,TRUE,TRUE,2,3,6,14,Benito Juarez
216,3,FALSE,383,41,FALSE,2,TRUE,TRUE,TRUE,3,3,2,23,Benito Juarez
217,7,FALSE,458,33,FALSE,3,FALSE,TRUE,TRUE,4,3,4,16,Benito Juarez
218,2,TRUE,159,66,TRUE,3,FALSE,TRUE,TRUE,4,2,3,9,Benito Juarez
219,6,FALSE,59,21,TRUE,1,TRUE,TRUE,TRUE,2,4,4,24,Benito Juarez
220,7,TRUE,271,88,FALSE,4,FALSE,FALSE,TRUE,3,4,6,40,Benito Juarez
221,7,FALSE,41,96,TRUE,3,FALSE,FALSE,FALSE,3,2,4,5,Benito Juarez
222,4,TRUE,448,16,TRUE,3,TRUE,FALSE,TRUE,4,3,5,6,Benito Juarez
223,4,TRUE,333,20,TRUE,3,TRUE,TRUE,TRUE,4,4,2,69,Benito Juarez
224,3,FALSE,171,25,FALSE,4,FALSE,FALSE,FALSE,3,4,6,63,Benito Juarez
225,2,FALSE,181,43,FALSE,2,FALSE,FALSE,FALSE,2,2,3,90,Benito Juarez
226,4,FALSE,288,64,TRUE,3,FALSE,FALSE,TRUE,4,2,3,41,Benito Juarez
227,2,FALSE,105,72,FALSE,2,TRUE,TRUE,TRUE,5,1,6,50,Benito Juarez
228,5,TRUE,33,19,TRUE,4,TRUE,TRUE,FALSE,4,4,5,4,Benito Juarez
229,2,FALSE,151,54,FALSE,3,TRUE,TRUE,FALSE,4,2,5,16,Benito Juarez
230,7,TRUE,337,100,FALSE,1,FALSE,FALSE,TRUE,1,1,7,63,Benito Juarez
231,6,TRUE,458,92,FALSE,4,FALSE,TRUE,TRUE,1,4,1,20,Benito Juarez
232,1,TRUE,298,94,TRUE,1,TRUE,FALSE,FALSE,3,4,6,94,Benito Juarez
233,2,TRUE,333,3,FALSE,4,FALSE,TRUE,FALSE,1,1,2,3,Benito Juarez
234,7,FALSE,246,80,FALSE,3,FALSE,FALSE,TRUE,4,4,4,34,Benito Juarez
235,3,FALSE,385,29,TRUE,2,TRUE,TRUE,FALSE,4,1,5,14,Benito Juarez
236,5,FALSE,95,45,TRUE,4,FALSE,FALSE,FALSE,3,4,6,95,Benito Juarez
237,4,TRUE,151,76,TRUE,1,FALSE,TRUE,TRUE,1,2,4,64,Benito Juarez
238,2,TRUE,408,42,TRUE,2,TRUE,FALSE,FALSE,2,1,5,9,Benito Juarez
239,3,FALSE,446,3,TRUE,4,TRUE,TRUE,FALSE,2,4,2,19,Benito Juarez
240,4,FALSE,265,34,TRUE,2,FALSE,FALSE,FALSE,3,3,1,37,Benito Juarez
241,7,FALSE,61,36,FALSE,2,FALSE,FALSE,FALSE,1,3,7,9,Benito Juarez
242,4,FALSE,122,46,FALSE,3,TRUE,TRUE,FALSE,2,2,6,3,Benito Juarez
243,6,TRUE,239,2,FALSE,4,TRUE,TRUE,FALSE,3,4,1,64,Benito Juarez
244,3,TRUE,22,72,TRUE,3,TRUE,FALSE,FALSE,3,3,2,66,Benito Juarez
